,id,text,author_id,conversation_id,in_reply_to_user_id,context_annotations,lang,geo,source,entities,reply_settings,referenced_tweet_id,referenced_tweet_type,created_at,possibly_sensitive,public_metrics,attachments,referenced_tweet_text,next_token
10,1479157305195130884,"RT @BreeNewsome: We are not ""learning to live with COVID."" The Omicron wave is not the end. The pandemic is hastening the collapse of our i…",15387834,1479157305195130884,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",en,,Twitter for iPad,"{'mentions': [{'start': 3, 'end': 15, 'username': 'BreeNewsome', 'id': '110326494'}]}",everyone,1479148395910553600,retweeted,2022-01-06 18:25:57+00:00,False,"{'retweet_count': 131, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"We are not ""learning to live with COVID."" The Omicron wave is not the end. The pandemic is hastening the collapse of our infrastructure &amp; the unraveling of our social fabric.",b26v89c19zqg8o3fpe194imgeb857nlqaue9a8pq77u65
11,1479157304809426944,"@nadhimzahawi @NSC_DfE Schools &amp; colleges have done an incredible job to ensure face-to-face learning can continue, despite our lack of action &amp; care for teachers &amp; children alike

Our measures against the Omicron variant will do little to keep Covid out of the classroom but we will keep kids in school",787605096020443136,1479148510280830976,121127090,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1070735161245892609', 'name': 'Nadhim Zahawi', 'description': 'British politician'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1070735161245892609', 'name': 'Nadhim Zahawi', 'description': 'British politician'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",en,,Twitter for Android,"{'mentions': [{'start': 0, 'end': 13, 'username': 'nadhimzahawi', 'id': '121127090'}, {'start': 14, 'end': 22, 'username': 'NSC_DfE', 'id': '2803911979'}]}",everyone,1479148510280830976,replied_to,2022-01-06 18:25:57+00:00,False,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",,"Really good meeting with my regional schools team today. I know we face challenges with the Omicron variant but hearing lots of positive stories about the efforts made by schools and colleges returning across the country.

Let’s keep going 💪🏽💪🏽💪🏽

@NSC_DfE https://t.co/V5AIP4CjgV",b26v89c19zqg8o3fpe194imgeb857nlqaue9a8pq77u65
12,1479157304201203717,RT @camilarz_: un síntoma del ómicron es el cansancio y yo estoy cansada desde hace como 4 años,76698676,1479157304201203717,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",es,,Twitter for iPhone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'camilarz_', 'id': '3237388374'}]}",everyone,1478819274244431873,retweeted,2022-01-06 18:25:57+00:00,False,"{'retweet_count': 19083, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,un síntoma del ómicron es el cansancio y yo estoy cansada desde hace como 4 años,b26v89c19zqg8o3fpe194imgeb857nlqaue9a8pq77u65
13,1479157303605710849,"RT @Mediavenir: 🇫🇷 FLASH - Situation sanitaire dans les établissements scolaires en #France :

- 10.800 classes fermées
- 25.000 élèves pos…",1111735933165031425,1479157303605710849,,[],fr,,Twitter for iPhone,"{'mentions': [{'start': 3, 'end': 14, 'username': 'Mediavenir', 'id': '1214315619031478272'}], 'hashtags': [{'start': 84, 'end': 91, 'tag': 'France'}]}",everyone,1479123369463201793,retweeted,2022-01-06 18:25:57+00:00,False,"{'retweet_count': 4614, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"🇫🇷 FLASH - Situation sanitaire dans les établissements scolaires en #France :

- 10.800 classes fermées
- 25.000 élèves positifs à la #COVID19 et 4.000 adultes
- 75.000 élèves isolés et 3.000 adultes

(Le Parisien) #COVID19France #Omicron",b26v89c19zqg8o3fpe194imgeb857nlqaue9a8pq77u65
14,1479157302578061321,El avance ha hecho que algunos municipios e instituciones suspendieran actividades https://t.co/NUzCTtUR0G,348811935,1479157302578061321,,[],es,,WordPress.com,"{'urls': [{'start': 83, 'end': 106, 'url': 'https://t.co/NUzCTtUR0G', 'expanded_url': 'https://www.cadenanueve.com/2022/01/06/la-variante-omicron-es-de-contagio-vertiginoso-en-toda-la-region/', 'display_url': 'cadenanueve.com/2022/01/06/la-…'}]}",everyone,,,2022-01-06 18:25:57+00:00,True,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,,b26v89c19zqg8o3fpe194imgeb857nlqaue9a8pq77u65
15,1479157302414483456,RT @denisfisioterap: Sin quitar la importancia de la tercera ola y nuestra responsabilidad como ciudadanos para que no se propague....Omicr…,2209746031,1479157302414483456,,[],es,,Twitter for Android,"{'mentions': [{'start': 3, 'end': 19, 'username': 'denisfisioterap', 'id': '1326250458059575301'}]}",everyone,1479055462662230017,retweeted,2022-01-06 18:25:56+00:00,False,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"Sin quitar la importancia de la tercera ola y nuestra responsabilidad como ciudadanos para que no se propague....Omicron, que parece Delta pero sabe a resfriado... Me recordó al Chavo y sus aguas frescas ""Parece de limón, es de tamarindo pero sabe a Jamaica"" https://t.co/QkM074TXB9",b26v89c19zqg8o3fpe194imgeb857nlqaue9a8pq77u65
16,1479157302242336768,RT @wsbgnl: There are many reasons to prevent as many covid infections as possible right now. A big reason is to wait until the supply of e…,15608442,1479157302242336768,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",en,,Twitter for Android,"{'mentions': [{'start': 3, 'end': 10, 'username': 'wsbgnl', 'id': '1143908639876485120'}]}",everyone,1479137332867452929,retweeted,2022-01-06 18:25:56+00:00,False,"{'retweet_count': 32, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"There are many reasons to prevent as many covid infections as possible right now. A big reason is to wait until the supply of effective treatments improves, so if people do get sick, then they will have the best chance of survival. 

https://t.co/jrdDMxfdpZ https://t.co/jwsY4acHPs",b26v89c19zqg8o3fpe194imgeb857nlqaue9a8pq77u65
17,1479157301776986121,RT @cdube_sante: On a ajusté notre calendrier pour accélérer la 3e dose. On met tout en place pour freiner le variant Omicron et limiter le…,191877073,1479157301776986121,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",fr,,Twitter for iPad,"{'mentions': [{'start': 3, 'end': 15, 'username': 'cdube_sante', 'id': '2806771192'}]}",everyone,1479155143807483910,retweeted,2022-01-06 18:25:56+00:00,False,"{'retweet_count': 62, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"On a ajusté notre calendrier pour accélérer la 3e dose. On met tout en place pour freiner le variant Omicron et limiter les hospitalisations.
La 3e dose reste notre meilleure arme pour lutter contre ce nouveau variant. https://t.co/N0eVU5PHAq",b26v89c19zqg8o3fpe194imgeb857nlqaue9a8pq77u65
18,1479157301181247488,@tyson_whelan Omicron = common cold,159004456,1479058874095132673,968432037697806337,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",en,,Twitter for Android,"{'mentions': [{'start': 0, 'end': 13, 'username': 'tyson_whelan', 'id': '968432037697806337'}]}",everyone,1479058874095132673,replied_to,2022-01-06 18:25:56+00:00,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"Restrictions returning for NSW, including nightclubs shutting, singing &amp; dancing banned, pausing major events and some elective surgeries: https://t.co/CWiLzpNA2c",b26v89c19zqg8o3fpe194imgeb857nlqaue9a8pq77u65
19,1479157301076451335,"RT @gYvPIthzppywSxu: My Lord, Support me with the firm planning of COVID because they have denied me. 
Imam Mahdi Nasser Mohammed Al-Yamani…",1373284784408039431,1479157301076451335,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",en,,Twitter for iPhone,"{'mentions': [{'start': 3, 'end': 19, 'username': 'gYvPIthzppywSxu', 'id': '1000307736096231424'}], 'annotations': [{'start': 24, 'end': 27, 'probability': 0.5896, 'type': 'Other', 'normalized_text': 'Lord'}, {'start': 103, 'end': 138, 'probability': 0.787, 'type': 'Person', 'normalized_text': 'Imam Mahdi Nasser Mohammed Al-Yamani'}]}",everyone,1479152735916285960,retweeted,2022-01-06 18:25:56+00:00,False,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"My Lord, Support me with the firm planning of COVID because they have denied me. 
Imam Mahdi Nasser Mohammed Al-Yamani
31-12-2021 AD
https://t.co/hs3wk4Fbtq
44
#Omicron_is_a_global_calamity
 =c5JFv",b26v89c19zqg8o3fpe194imgeb857nlqaue9a8pq77u65
20,1479157300099268609,#Omicron #CONFERENZASTAMPA #obbligo #ObbligoVaccinale https://t.co/dSRN2loCpA,4185034305,1479157300099268609,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",und,,Twitter for Android,"{'hashtags': [{'start': 0, 'end': 8, 'tag': 'Omicron'}, {'start': 9, 'end': 26, 'tag': 'CONFERENZASTAMPA'}, {'start': 27, 'end': 35, 'tag': 'obbligo'}, {'start': 36, 'end': 53, 'tag': 'ObbligoVaccinale'}], 'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/dSRN2loCpA', 'expanded_url': 'https://twitter.com/JohnasSullivan/status/1479157300099268609/photo/1', 'display_url': 'pic.twitter.com/dSRN2loCpA'}]}",everyone,,,2022-01-06 18:25:56+00:00,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",{'media_keys': ['3_1479157297704226819']},,b26v89c19zqg8o3fpe194imgeb857nlqaue9a8pq77u65
21,1479157298622832645,"RT @Covid19Crusher: Vaccine efficacy AGAINST INFECTION in Israel crashes and goes negative as Omicron surges.

Boosters not doing any bette…",110881957,1479157298622832645,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",en,,Twitter Web App,"{'mentions': [{'start': 3, 'end': 18, 'username': 'Covid19Crusher', 'id': '1254141493780066305'}], 'annotations': [{'start': 58, 'end': 63, 'probability': 0.9926, 'type': 'Place', 'normalized_text': 'Israel'}, {'start': 94, 'end': 100, 'probability': 0.4082, 'type': 'Organization', 'normalized_text': 'Omicron'}]}",everyone,1479071320226902016,retweeted,2022-01-06 18:25:56+00:00,False,"{'retweet_count': 434, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"Vaccine efficacy AGAINST INFECTION in Israel crashes and goes negative as Omicron surges.

Boosters not doing any better. https://t.co/27rRzfHtWq",b26v89c19zqg8o3fpe194imgeb857nlqaue9a8pq77u65
22,1479157297435791367,RT @i1EcoYKvOvTTsvB: a global war from Allaah through soldiers of haematic strains by which Allaah is going to seize you from the right sid…,1380302283901177860,1479157297435791367,,[],en,,Twitter for Android,"{'mentions': [{'start': 3, 'end': 19, 'username': 'i1EcoYKvOvTTsvB', 'id': '1380302283901177860'}], 'annotations': [{'start': 39, 'end': 44, 'probability': 0.8703, 'type': 'Other', 'normalized_text': 'Allaah'}, {'start': 92, 'end': 97, 'probability': 0.8115, 'type': 'Other', 'normalized_text': 'Allaah'}]}",everyone,1479154502758547458,retweeted,2022-01-06 18:25:55+00:00,False,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"a global war from Allaah through soldiers of haematic strains by which Allaah is going to seize you from the right side of the heart 
Imam Mahdi Nasser Mohammed Al-Yamani
31-12-2021 AD
https://t.co/GKTCSzj9kw
🗯️
#Omicron_is_a_global_calamity
OXA%y= https://t.co/9eGVPa4hWf",b26v89c19zqg8o3fpe194imgeb857nlqaue9a8pq77u65
23,1479157297280659465,"Cinco minutinhos para o #CNN360. Todos os detalhes do estudo da vigilância sanitária de SP que foi DECISIVO para o prefeito Ricardo Nunes decidir cancelar o carnaval de rua. Os gráficos, a curva assustadora da ômicron. Tudo, já já.",67743025,1479157297280659465,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1396813663554527234', 'name': 'Ricardo Nunes', 'description': 'Mayor of São Paulo, former vice mayor.'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1396813663554527234', 'name': 'Ricardo Nunes', 'description': 'Mayor of São Paulo, former vice mayor.'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1324765060074401793', 'name': 'Carnaval Brasil 2021'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",pt,,Twitter Web App,"{'hashtags': [{'start': 24, 'end': 31, 'tag': 'CNN360'}], 'annotations': [{'start': 88, 'end': 89, 'probability': 0.847, 'type': 'Place', 'normalized_text': 'SP'}, {'start': 124, 'end': 136, 'probability': 0.9986, 'type': 'Person', 'normalized_text': 'Ricardo Nunes'}]}",everyone,,,2022-01-06 18:25:55+00:00,False,"{'retweet_count': 6, 'reply_count': 3, 'like_count': 117, 'quote_count': 0}",,,b26v89c19zqg8o3fpe194imgeb857nlqaue9a8pq77u65
24,1479157296651456516,"RT @Adam36686431: If I were a liar, it would be to my own loss and no evil would befall you
Imam Mahdi Nasser Mohammed Al-Yamani
7- Jumada…",1418673589298110469,1479157296651456516,,[],en,,Twitter Web App,"{'mentions': [{'start': 3, 'end': 16, 'username': 'Adam36686431', 'id': '1439229342194839561'}], 'annotations': [{'start': 92, 'end': 127, 'probability': 0.7259, 'type': 'Person', 'normalized_text': 'Imam Mahdi Nasser Mohammed Al-Yamani'}]}",everyone,1479104569980297225,retweeted,2022-01-06 18:25:55+00:00,False,"{'retweet_count': 35, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"If I were a liar, it would be to my own loss and no evil would befall you
Imam Mahdi Nasser Mohammed Al-Yamani
7- Jumada I - 1443 AH
31-12-2021 AD
05:43 AM
#Omicron_is_a_global_calamity
 
ueoWqj",b26v89c19zqg8o3fpe194imgeb857nlqaue9a8pq77u65
